@relation teste

@attribute CLASSES {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@attribute HU1 real
@attribute HU2 real
@attribute HU3 real
@attribute HU4 real
@attribute HU5 real
@attribute HU6 real
@attribute HU7 real

@data
0,0.55535382333394334,0.1300735275904423,0.00091020160820470906,0.0022263725168027732,-5.2259845180475105e-07,0.00076302163988089286,-3.12593265675468e-06
0,0.55763355844569973,0.11818214129971587,0.0082386214389618406,0.0014850424520848986,-3.4907801123859831e-06,-0.00046725528866338646,3.8465918444762377e-06
0,0.61094153666715267,0.17243374156696117,0.020327867313383388,0.0039972515753277128,-2.2950548582446758e-05,-0.001464052121426313,2.7777255599887191e-05
0,0.6624351404019535,0.21741141522718954,0.0096958677641601227,0.0019752424463125202,-2.095569997615224e-06,-0.00078680645164332867,8.3863274125379714e-06
0,0.58248824331468962,0.11243584427178314,0.0015049459776687432,0.0019644251730358505,3.3774545028003832e-06,0.00049343840953373246,3.5644148594490265e-08
0,0.38731246928921464,0.089511300981141767,0.004976010433604133,0.0037838419184496215,1.6283256682292974e-05,0.00057109026444995576,2.1049791377612787e-06
0,0.59232957967989175,0.13836609450331311,0.0038454162557836962,0.0007119753446597943,2.4013960167988213e-07,-0.00021376724186316146,-1.1533296162793152e-06
0,0.62291094400732783,0.096399039786270277,0.0018475884571125098,0.00085505584485983668,5.736889823091078e-08,7.3805896231090497e-05,1.073185267289446e-06
0,0.50867076989525961,0.10387242281832948,0.005049891197573363,0.0013384391440121992,1.7748368527035089e-06,-0.00010892061994058982,2.9930097583360108e-06
0,0.54189573139508418,0.12058844763936687,0.0022244605322644002,0.00029154478993695626,7.563367881298492e-08,-6.4433055170701583e-05,2.2226903892651306e-07
0,0.53921022051760858,0.09047253364665217,0.00158535896840531,0.00011450607935378036,3.3786106832508724e-08,1.3406595123763542e-05,-3.5195139933322344e-08
0,0.75459759067025511,0.17584131353487994,0.00051786524226961686,0.0016943597014302636,1.2176020119181109e-06,0.000710261416316274,1.0180750832335498e-06
0,0.48302691820469934,0.076809770858600662,0.0014589887555553672,0.00021122784078262199,7.700641869150976e-08,4.7035334359001247e-05,8.8431316679967492e-08
0,0.52064134958382857,0.10092399032223043,0.0015316351126815249,3.6071087248371545e-06,2.6382871769102794e-10,-9.0928214281758928e-07,-4.7734016990868978e-11
0,0.50663310185185173,0.056927251641000029,0.0025219234434338371,0.0023339069833203151,5.648457363461454e-06,0.00040437374539131993,3.9538951318245431e-07
0,0.59745036259469853,0.10154357999113658,0.0015909674840003602,0.0031201387825298857,6.9418743769058338e-06,0.00093363069570985471,3.6962648514888898e-07
0,0.58056809003545129,0.13276474291905158,0.0048882506295852826,0.0014152318441021906,6.0154043173414516e-07,-0.00016237260965726042,3.6734312283697994e-06
0,0.41571630859375008,0.061679989111185107,0.0012073190599058443,0.00046788144321008556,1.8825074546910975e-07,-4.0659063665608475e-05,2.9702143992577612e-07
0,0.48427082785821673,0.076740699039132818,0.00032048302590157612,0.00069558193636341781,-3.2051248823231904e-07,0.00019198916304157825,-7.1617998585305609e-08
0,0.55042457600000017,0.12743566538938789,0.0010064652111928083,7.7559821092901279e-05,-2.1465039289744524e-08,-2.6861661754762772e-05,-2.971805153266298e-09
0,0.66619565992121221,0.17245330217376031,0.0069337567407648255,0.00017090469739984446,1.7258259908545488e-07,6.6431488418633854e-05,-6.9480628373998133e-08
0,0.87019617769504587,0.19588431087013222,0.00033218664593042757,0.0013286064395900293,8.1502931871702311e-07,0.00052208677596481514,3.3880346489506819e-07
0,0.67453417922177383,0.19502134319856429,0.0024973022983087443,0.00082981507736579869,4.8843288434060425e-07,4.0679140761795687e-05,-1.0901394871075289e-06
0,0.62746207775304541,0.16230190968117025,0.0098126288119635922,0.006806383060782302,5.4113854674271651e-05,0.0027210156480802091,-1.2876026791721373e-05
0,0.786519965495172,0.20052479644709179,0.03870916984000073,0.0028681663213975667,3.5967421217233581e-07,0.00059697873560394068,-3.021917942693648e-05
0,0.96919516870057709,0.3765304373056953,0.029601834266225736,0.0021735534235182048,-8.0587629350849266e-06,-0.0006400199652407527,-1.5460450825798823e-05
0,0.7620831878416815,0.203577161224157,0.02436469007691228,0.002234175365397825,-1.5978041692080173e-05,-0.0010060854760848819,4.0517393395530017e-06
0,1.0894388286215211,0.51368864151292382,0.0086312181479742157,0.007321313629986996,5.7866017557416463e-05,0.0051952460183630296,-6.2217885756294683e-06
0,0.9612871534158316,0.4811448721621101,0.019922557181708139,0.0031064428413371818,1.3811474026950463e-05,0.0021243108712512746,2.0160960792279179e-05
0,0.72648322799213616,0.091680983596610005,0.0033162752730283296,0.0041109841072651558,-3.2140346829367171e-06,0.0010058750513101302,1.4834854040065295e-05
0,0.82312234842249676,0.20670177360606529,0.0012664432708302941,0.0013179551822654579,1.70262160814004e-06,0.00055247527790839364,-1.8520777442616427e-08
0,2.2056973398740403,1.8168600686795373,0.54814540065887141,0.037032814527504378,-0.005260436708401474,-0.038098994361902692,0.00040859919831695915
0,1.1441535505695852,0.26637822131808803,0.07601449641556253,0.074407736897948024,0.0036340762125048128,0.032530019281135469,0.004255392703328564
0,0.88887361132183629,0.3347255660707914,0.009037205360002196,0.0059260377896595568,4.2886470276156107e-05,0.0034279947748871676,-6.4408676733221135e-06
0,0.51695967847412783,0.075532955261586598,0.0011010592971186278,0.00030004908527084674,-1.4778019218809055e-07,-7.4110114721094719e-05,-8.8905627330794251e-08
0,0.94394970745954931,0.23004923799005692,0.004180211092533124,0.0015884712141629659,9.7408695980777629e-07,0.00053755399902618596,3.9756558375506516e-06
0,0.97511184455310507,0.42990130720808617,0.16059307994178124,0.026268876295658213,-0.0015672264611494833,-0.016022829657982414,0.00067443477753196689
